Aug 19 17:24:39 smarty run.sh[925545]: 1.00.296.063 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
Aug 19 17:25:17 smarty run.sh[925545]: 1.38.156.995 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  80374, progress = 0.96, t =  37.66 s / 2134.43 tokens per second
Aug 19 17:25:18 smarty run.sh[925545]: 1.39.496.718 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  82422, progress = 0.98, t =  38.99 s / 2113.76 tokens per second
Aug 19 17:25:19 smarty run.sh[925545]: 1.40.048.422 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  83212, progress = 0.99, t =  39.64 s / 2099.14 tokens per second
Aug 19 17:25:19 smarty run.sh[925545]: 1.40.517.141 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  83724, progress = 1.00, t =  40.07 s / 2089.23 tokens per second
Aug 19 17:25:22 smarty run.sh[925545]: 1.43.707.285 I slot print_timing: id  0 | task 0 | n_gen =    214, tg =  70.88 t/s, tg_3s =  71.21 t/s
Aug 19 17:25:25 smarty run.sh[925545]: 1.46.715.547 I slot print_timing: id  0 | task 0 | n_gen =    436, tg =  72.34 t/s, tg_3s =  73.80 t/s
Aug 19 17:25:29 smarty run.sh[925545]: 1.49.737.999 I slot print_timing: id  0 | task 0 | n_gen =    662, tg =  73.15 t/s, tg_3s =  74.77 t/s
Aug 19 17:25:32 smarty run.sh[925545]: 1.52.743.197 I slot print_timing: id  0 | task 0 | n_gen =    884, tg =  73.33 t/s, tg_3s =  73.87 t/s
Aug 19 17:25:35 smarty run.sh[925545]: 1.55.751.125 I slot print_timing: id  0 | task 0 | n_gen =   1112, tg =  73.83 t/s, tg_3s =  75.80 t/s
Aug 19 17:25:38 smarty run.sh[925545]: 1.58.764.570 I slot print_timing: id  0 | task 0 | n_gen =   1315, tg =  72.75 t/s, tg_3s =  67.36 t/s
Aug 19 17:25:41 smarty run.sh[925545]: 2.01.780.544 I slot print_timing: id  0 | task 0 | n_gen =   1506, tg =  71.40 t/s, tg_3s =  63.33 t/s
Aug 19 17:25:44 smarty run.sh[925545]: 2.04.796.344 I slot print_timing: id  0 | task 0 | n_gen =   1727, tg =  71.64 t/s, tg_3s =  73.28 t/s
Aug 19 17:25:47 smarty run.sh[925545]: 2.07.815.311 I slot print_timing: id  0 | task 0 | n_gen =   1939, tg =  71.48 t/s, tg_3s =  70.22 t/s
Aug 19 17:25:50 smarty run.sh[925545]: 2.10.836.958 I slot print_timing: id  0 | task 0 | n_gen =   2162, tg =  71.71 t/s, tg_3s =  73.80 t/s
Aug 19 17:25:53 smarty run.sh[925545]: 2.13.838.578 I slot print_timing: id  0 | task 0 | n_gen =   2363, tg =  71.28 t/s, tg_3s =  66.96 t/s
Aug 19 17:25:56 smarty run.sh[925545]: 2.16.845.254 I slot print_timing: id  0 | task 0 | n_gen =   2570, tg =  71.08 t/s, tg_3s =  68.85 t/s
Aug 19 17:25:59 smarty run.sh[925545]: 2.19.858.598 I slot print_timing: id  0 | task 0 | n_gen =   2791, tg =  71.25 t/s, tg_3s =  73.34 t/s
Aug 19 17:26:00 smarty run.sh[925545]: 2.21.532.192 I slot print_timing: id  0 | task 0 | prompt eval time =   40405.45 ms / 83728 tokens (    0.48 ms per token,  2072.20 tokens per second)
Aug 19 17:26:00 smarty run.sh[925545]: 2.21.532.193 I slot print_timing: id  0 | task 0 |        eval time =   40830.11 ms /  2921 tokens (   13.98 ms per token,    71.52 tokens per second)
Aug 19 17:26:00 smarty run.sh[925545]: 2.21.532.194 I slot print_timing: id  0 | task 0 |       total time =   81235.57 ms / 86649 tokens
Aug 19 17:26:00 smarty run.sh[925545]: 2.21.532.194 I slot print_timing: id  0 | task 0 |    graphs reused =       1636
Aug 19 17:26:00 smarty run.sh[925545]: 2.21.532.195 I slot print_timing: id  0 | task 0 | draft acceptance = 0.77353 ( 1274 accepted /  1647 generated), mean len =  1.77
Aug 19 17:26:00 smarty run.sh[925545]: 2.21.533.650 I slot      release: id  0 | task 0 | stop processing: n_tokens = 86649, truncated = 0
Aug 19 17:26:01 smarty run.sh[925545]: 2.21.791.501 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:01 smarty run.sh[925545]: 2.21.791.976 I slot launch_slot_: id  0 | task 1692 | processing task, is_child = 0
Aug 19 17:26:05 smarty run.sh[925545]: 2.25.856.232 I slot print_timing: id  0 | task 1692 | n_gen =    213, tg =  70.66 t/s, tg_3s =  70.99 t/s
Aug 19 17:26:06 smarty run.sh[925545]: 2.27.184.440 I slot print_timing: id  0 | task 1692 | prompt eval time =    1063.72 ms /  1045 tokens (    1.02 ms per token,   982.40 tokens per second)
Aug 19 17:26:06 smarty run.sh[925545]: 2.27.184.442 I slot print_timing: id  0 | task 1692 |        eval time =    4328.59 ms /   316 tokens (   13.74 ms per token,    72.77 tokens per second)
Aug 19 17:26:06 smarty run.sh[925545]: 2.27.184.442 I slot print_timing: id  0 | task 1692 |       total time =    5392.31 ms /  1361 tokens
Aug 19 17:26:06 smarty run.sh[925545]: 2.27.184.442 I slot print_timing: id  0 | task 1692 |    graphs reused =       1807
Aug 19 17:26:06 smarty run.sh[925545]: 2.27.184.444 I slot print_timing: id  0 | task 1692 | draft acceptance = 0.82081 (  142 accepted /   173 generated), mean len =  1.82
Aug 19 17:26:06 smarty run.sh[925545]: 2.27.185.947 I slot      release: id  0 | task 1692 | stop processing: n_tokens = 88009, truncated = 0
Aug 19 17:26:06 smarty run.sh[925545]: 2.27.391.810 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:06 smarty run.sh[925545]: 2.27.392.297 I slot launch_slot_: id  0 | task 1869 | processing task, is_child = 0
Aug 19 17:26:10 smarty run.sh[925545]: 2.30.843.653 I slot print_timing: id  0 | task 1869 | n_gen =    214, tg =  70.77 t/s, tg_3s =  71.10 t/s
Aug 19 17:26:11 smarty run.sh[925545]: 2.32.555.887 I slot print_timing: id  0 | task 1869 | prompt eval time =     441.55 ms /   104 tokens (    4.25 ms per token,   235.53 tokens per second)
Aug 19 17:26:11 smarty run.sh[925545]: 2.32.555.889 I slot print_timing: id  0 | task 1869 |        eval time =    4721.81 ms /   343 tokens (   13.81 ms per token,    72.43 tokens per second)
Aug 19 17:26:11 smarty run.sh[925545]: 2.32.555.889 I slot print_timing: id  0 | task 1869 |       total time =    5163.37 ms /   447 tokens
Aug 19 17:26:11 smarty run.sh[925545]: 2.32.555.889 I slot print_timing: id  0 | task 1869 |    graphs reused =       1993
Aug 19 17:26:11 smarty run.sh[925545]: 2.32.555.891 I slot print_timing: id  0 | task 1869 | draft acceptance = 0.82447 (  155 accepted /   188 generated), mean len =  1.82
Aug 19 17:26:11 smarty run.sh[925545]: 2.32.557.622 I slot      release: id  0 | task 1869 | stop processing: n_tokens = 88456, truncated = 0
Aug 19 17:26:12 smarty run.sh[925545]: 2.32.865.393 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:12 smarty run.sh[925545]: 2.32.865.940 I slot launch_slot_: id  0 | task 2060 | processing task, is_child = 0
Aug 19 17:26:15 smarty run.sh[925545]: 2.36.294.824 I slot print_timing: id  0 | task 2060 | n_gen =    221, tg =  73.27 t/s, tg_3s =  73.60 t/s
Aug 19 17:26:16 smarty run.sh[925545]: 2.37.400.458 I slot print_timing: id  0 | task 2060 | prompt eval time =     426.00 ms /    67 tokens (    6.36 ms per token,   157.28 tokens per second)
Aug 19 17:26:16 smarty run.sh[925545]: 2.37.400.459 I slot print_timing: id  0 | task 2060 |        eval time =    4108.34 ms /   309 tokens (   13.34 ms per token,    74.97 tokens per second)
Aug 19 17:26:16 smarty run.sh[925545]: 2.37.400.460 I slot print_timing: id  0 | task 2060 |       total time =    4534.34 ms /   376 tokens
Aug 19 17:26:16 smarty run.sh[925545]: 2.37.400.460 I slot print_timing: id  0 | task 2060 |    graphs reused =       2155
Aug 19 17:26:16 smarty run.sh[925545]: 2.37.400.461 I slot print_timing: id  0 | task 2060 | draft acceptance = 0.87805 (  144 accepted /   164 generated), mean len =  1.88
Aug 19 17:26:16 smarty run.sh[925545]: 2.37.402.011 I slot      release: id  0 | task 2060 | stop processing: n_tokens = 88831, truncated = 0
Aug 19 17:26:16 smarty run.sh[925545]: 2.37.679.365 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:16 smarty run.sh[925545]: 2.37.679.932 I slot launch_slot_: id  0 | task 2227 | processing task, is_child = 0
Aug 19 17:26:20 smarty run.sh[925545]: 2.41.327.733 I slot print_timing: id  0 | task 2227 | prompt eval time =     686.17 ms /   424 tokens (    1.62 ms per token,   617.92 tokens per second)
Aug 19 17:26:20 smarty run.sh[925545]: 2.41.327.734 I slot print_timing: id  0 | task 2227 |        eval time =    2961.48 ms /   214 tokens (   13.90 ms per token,    71.92 tokens per second)
Aug 19 17:26:20 smarty run.sh[925545]: 2.41.327.735 I slot print_timing: id  0 | task 2227 |       total time =    3647.65 ms /   638 tokens
Aug 19 17:26:20 smarty run.sh[925545]: 2.41.327.735 I slot print_timing: id  0 | task 2227 |    graphs reused =       2271
Aug 19 17:26:20 smarty run.sh[925545]: 2.41.327.736 I slot print_timing: id  0 | task 2227 | draft acceptance = 0.81356 (   96 accepted /   118 generated), mean len =  1.81
Aug 19 17:26:20 smarty run.sh[925545]: 2.41.329.274 I slot      release: id  0 | task 2227 | stop processing: n_tokens = 89469, truncated = 0
Aug 19 17:26:20 smarty run.sh[925545]: 2.41.611.197 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.981 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:20 smarty run.sh[925545]: 2.41.611.704 I slot launch_slot_: id  0 | task 2348 | processing task, is_child = 0
Aug 19 17:26:24 smarty run.sh[925545]: 2.45.060.497 I slot print_timing: id  0 | task 2348 | prompt eval time =    1604.56 ms /  1779 tokens (    0.90 ms per token,  1108.71 tokens per second)
Aug 19 17:26:24 smarty run.sh[925545]: 2.45.060.499 I slot print_timing: id  0 | task 2348 |        eval time =    1844.08 ms /   141 tokens (   13.17 ms per token,    75.92 tokens per second)
Aug 19 17:26:24 smarty run.sh[925545]: 2.45.060.499 I slot print_timing: id  0 | task 2348 |       total time =    3448.64 ms /  1920 tokens
Aug 19 17:26:24 smarty run.sh[925545]: 2.45.060.499 I slot print_timing: id  0 | task 2348 |    graphs reused =       2343
Aug 19 17:26:24 smarty run.sh[925545]: 2.45.060.500 I slot print_timing: id  0 | task 2348 | draft acceptance = 0.91781 (   67 accepted /    73 generated), mean len =  1.92
Aug 19 17:26:24 smarty run.sh[925545]: 2.45.062.082 I slot      release: id  0 | task 2348 | stop processing: n_tokens = 91388, truncated = 0
Aug 19 17:26:24 smarty run.sh[925545]: 2.45.308.438 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.979 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:24 smarty run.sh[925545]: 2.45.308.951 I slot launch_slot_: id  0 | task 2425 | processing task, is_child = 0
Aug 19 17:26:27 smarty run.sh[925545]: 2.48.450.527 I slot print_timing: id  0 | task 2425 | prompt eval time =    1808.37 ms /  2003 tokens (    0.90 ms per token,  1107.62 tokens per second)
Aug 19 17:26:27 smarty run.sh[925545]: 2.48.450.529 I slot print_timing: id  0 | task 2425 |        eval time =    1333.03 ms /   103 tokens (   13.07 ms per token,    76.52 tokens per second)
Aug 19 17:26:27 smarty run.sh[925545]: 2.48.450.529 I slot print_timing: id  0 | task 2425 |       total time =    3141.40 ms /  2106 tokens
Aug 19 17:26:27 smarty run.sh[925545]: 2.48.450.529 I slot print_timing: id  0 | task 2425 |    graphs reused =       2393
Aug 19 17:26:27 smarty run.sh[925545]: 2.48.450.530 I slot print_timing: id  0 | task 2425 | draft acceptance = 0.98077 (   51 accepted /    52 generated), mean len =  1.98
Aug 19 17:26:27 smarty run.sh[925545]: 2.48.452.224 I slot      release: id  0 | task 2425 | stop processing: n_tokens = 93494, truncated = 0
Aug 19 17:26:27 smarty run.sh[925545]: 2.48.695.421 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.975 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:27 smarty run.sh[925545]: 2.48.695.936 I slot launch_slot_: id  0 | task 2481 | processing task, is_child = 0
Aug 19 17:26:32 smarty run.sh[925545]: 2.53.217.708 I slot print_timing: id  0 | task 2481 | prompt eval time =    2089.17 ms /  2349 tokens (    0.89 ms per token,  1124.37 tokens per second)
Aug 19 17:26:32 smarty run.sh[925545]: 2.53.217.709 I slot print_timing: id  0 | task 2481 |        eval time =    2432.44 ms /   178 tokens (   13.74 ms per token,    72.77 tokens per second)
Aug 19 17:26:32 smarty run.sh[925545]: 2.53.217.709 I slot print_timing: id  0 | task 2481 |       total time =    4521.61 ms /  2527 tokens
Aug 19 17:26:32 smarty run.sh[925545]: 2.53.217.710 I slot print_timing: id  0 | task 2481 |    graphs reused =       2485
Aug 19 17:26:32 smarty run.sh[925545]: 2.53.217.711 I slot print_timing: id  0 | task 2481 | draft acceptance = 0.89362 (   84 accepted /    94 generated), mean len =  1.89
Aug 19 17:26:32 smarty run.sh[925545]: 2.53.219.370 I slot      release: id  0 | task 2481 | stop processing: n_tokens = 96021, truncated = 0
Aug 19 17:26:32 smarty run.sh[925545]: 2.53.473.475 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:32 smarty run.sh[925545]: 2.53.474.019 I slot launch_slot_: id  0 | task 2579 | processing task, is_child = 0
Aug 19 17:26:36 smarty run.sh[925545]: 2.57.273.432 I slot print_timing: id  0 | task 2579 | prompt eval time =     980.57 ms /   845 tokens (    1.16 ms per token,   861.75 tokens per second)
Aug 19 17:26:36 smarty run.sh[925545]: 2.57.273.434 I slot print_timing: id  0 | task 2579 |        eval time =    2818.69 ms /   204 tokens (   13.89 ms per token,    72.02 tokens per second)
Aug 19 17:26:36 smarty run.sh[925545]: 2.57.273.434 I slot print_timing: id  0 | task 2579 |       total time =    3799.26 ms /  1049 tokens
Aug 19 17:26:36 smarty run.sh[925545]: 2.57.273.435 I slot print_timing: id  0 | task 2579 |    graphs reused =       2591
Aug 19 17:26:36 smarty run.sh[925545]: 2.57.273.436 I slot print_timing: id  0 | task 2579 | draft acceptance = 0.88889 (   96 accepted /   108 generated), mean len =  1.89
Aug 19 17:26:36 smarty run.sh[925545]: 2.57.275.129 I slot      release: id  0 | task 2579 | stop processing: n_tokens = 97070, truncated = 0
Aug 19 17:26:38 smarty run.sh[925545]: 2.59.285.900 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:38 smarty run.sh[925545]: 2.59.286.432 I slot launch_slot_: id  0 | task 2691 | processing task, is_child = 0
Aug 19 17:26:42 smarty run.sh[925545]: 3.03.090.589 I slot print_timing: id  0 | task 2691 | n_gen =    211, tg =  69.48 t/s, tg_3s =  69.81 t/s
Aug 19 17:26:45 smarty run.sh[925545]: 3.06.110.394 I slot print_timing: id  0 | task 2691 | n_gen =    406, tg =  67.03 t/s, tg_3s =  64.57 t/s
Aug 19 17:26:48 smarty run.sh[925545]: 3.09.124.118 I slot print_timing: id  0 | task 2691 | n_gen =    618, tg =  68.13 t/s, tg_3s =  70.34 t/s
Aug 19 17:26:49 smarty run.sh[925545]: 3.10.657.878 I slot print_timing: id  0 | task 2691 | prompt eval time =     781.56 ms /   539 tokens (    1.45 ms per token,   689.64 tokens per second)
Aug 19 17:26:49 smarty run.sh[925545]: 3.10.657.880 I slot print_timing: id  0 | task 2691 |        eval time =   10589.72 ms /   732 tokens (   14.49 ms per token,    69.03 tokens per second)
Aug 19 17:26:49 smarty run.sh[925545]: 3.10.657.880 I slot print_timing: id  0 | task 2691 |       total time =   11371.29 ms /  1271 tokens
Aug 19 17:26:49 smarty run.sh[925545]: 3.10.657.880 I slot print_timing: id  0 | task 2691 |    graphs reused =       2990
Aug 19 17:26:49 smarty run.sh[925545]: 3.10.657.882 I slot print_timing: id  0 | task 2691 | draft acceptance = 0.81638 (  329 accepted /   403 generated), mean len =  1.82
Aug 19 17:26:49 smarty run.sh[925545]: 3.10.659.577 I slot      release: id  0 | task 2691 | stop processing: n_tokens = 98341, truncated = 0
Aug 19 17:26:50 smarty run.sh[925545]: 3.11.268.701 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:50 smarty run.sh[925545]: 3.11.269.226 I slot launch_slot_: id  0 | task 3098 | processing task, is_child = 0
Aug 19 17:26:52 smarty run.sh[925545]: 3.13.034.016 I slot print_timing: id  0 | task 3098 | prompt eval time =     455.12 ms /    62 tokens (    7.34 ms per token,   136.23 tokens per second)
Aug 19 17:26:52 smarty run.sh[925545]: 3.13.034.017 I slot print_timing: id  0 | task 3098 |        eval time =    1309.52 ms /    99 tokens (   13.36 ms per token,    74.84 tokens per second)
Aug 19 17:26:52 smarty run.sh[925545]: 3.13.034.018 I slot print_timing: id  0 | task 3098 |       total time =    1764.64 ms /   161 tokens
Aug 19 17:26:52 smarty run.sh[925545]: 3.13.034.018 I slot print_timing: id  0 | task 3098 |    graphs reused =       3039
Aug 19 17:26:52 smarty run.sh[925545]: 3.13.034.019 I slot print_timing: id  0 | task 3098 | draft acceptance = 0.96000 (   48 accepted /    50 generated), mean len =  1.96
Aug 19 17:26:52 smarty run.sh[925545]: 3.13.035.742 I slot      release: id  0 | task 3098 | stop processing: n_tokens = 98501, truncated = 0
Aug 19 17:26:52 smarty run.sh[925545]: 3.13.306.808 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:52 smarty run.sh[925545]: 3.13.307.337 I slot launch_slot_: id  0 | task 3151 | processing task, is_child = 0
Aug 19 17:26:54 smarty run.sh[925545]: 3.15.315.740 I slot print_timing: id  0 | task 3151 | prompt eval time =     486.37 ms /    87 tokens (    5.59 ms per token,   178.88 tokens per second)
Aug 19 17:26:54 smarty run.sh[925545]: 3.15.315.741 I slot print_timing: id  0 | task 3151 |        eval time =    1521.88 ms /   104 tokens (   14.78 ms per token,    67.68 tokens per second)
Aug 19 17:26:54 smarty run.sh[925545]: 3.15.315.742 I slot print_timing: id  0 | task 3151 |       total time =    2008.24 ms /   191 tokens
Aug 19 17:26:54 smarty run.sh[925545]: 3.15.315.742 I slot print_timing: id  0 | task 3151 |    graphs reused =       3096
Aug 19 17:26:54 smarty run.sh[925545]: 3.15.315.743 I slot print_timing: id  0 | task 3151 | draft acceptance = 0.77586 (   45 accepted /    58 generated), mean len =  1.78
Aug 19 17:26:54 smarty run.sh[925545]: 3.15.317.436 I slot      release: id  0 | task 3151 | stop processing: n_tokens = 98691, truncated = 0
Aug 19 17:26:54 smarty run.sh[925545]: 3.15.549.282 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
Aug 19 17:26:54 smarty run.sh[925545]: 3.15.549.815 I slot launch_slot_: id  0 | task 3212 | processing task, is_child = 0
Aug 19 17:26:58 smarty run.sh[925545]: 3.19.005.861 I slot print_timing: id  0 | task 3212 | n_gen =    215, tg =  70.91 t/s, tg_3s =  71.24 t/s
Aug 19 17:27:01 smarty run.sh[925545]: 3.22.025.348 I slot print_timing: id  0 | task 3212 | n_gen =    439, tg =  72.55 t/s, tg_3s =  74.18 t/s
Aug 19 17:27:04 smarty run.sh[925545]: 3.25.047.003 I slot print_timing: id  0 | task 3212 | n_gen =    660, tg =  72.75 t/s, tg_3s =  73.14 t/s
Aug 19 17:27:07 smarty run.sh[925545]: 3.28.048.026 I slot print_timing: id  0 | task 3212 | n_gen =    881, tg =  72.97 t/s, tg_3s =  73.64 t/s
Aug 19 17:27:10 smarty run.sh[925545]: 3.30.733.288 I slot print_timing: id  0 | task 3212 | prompt eval time =     438.06 ms /    29 tokens (   15.11 ms per token,    66.20 tokens per second)
Aug 19 17:27:10 smarty run.sh[925545]: 3.30.733.291 I slot print_timing: id  0 | task 3212 |        eval time =   14745.25 ms /  1078 tokens (   13.69 ms per token,    73.04 tokens per second)
Aug 19 17:27:10 smarty run.sh[925545]: 3.30.733.291 I slot print_timing: id  0 | task 3212 |       total time =   15183.31 ms /  1107 tokens
