0.00.314.467 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.405.354 I srv    load_model: loading model 'unsloth/Qwen3.8-27B-GGUF:UD-Q4_K_XL'
0.04.056.256 I cmn          init: llama threadpool init, n_threads = 32
0.04.097.006 I common_speculative_init_result: creating MTP draft context against the target model '/home/francip/.cache/huggingface/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/f1bfb127c64f7072bdd2cad55f258b9c8b2910fe/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.04.188.739 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.04.188.741 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.04.188.741 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.04.383.432 I srv    load_model: loaded multimodal model, '/home/francip/.cache/huggingface/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/f1bfb127c64f7072bdd2cad55f258b9c8b2910fe/mmproj-BF16.gguf'
0.04.414.924 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 262144, kv_unified = 'false'
0.04.489.625 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.489.632 I srv  llama_server: model loaded
0.04.489.633 I srv  llama_server: listening on http://0.0.0.0:2053
0.55.676.801 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.05.354.125 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27100, progress = 0.24, t =   9.59 s / 2825.42 tokens per second
1.05.497.931 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27227, progress = 0.24, t =   9.80 s / 2778.58 tokens per second
1.06.324.885 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29275, progress = 0.26, t =  10.52 s / 2783.12 tokens per second
1.07.177.585 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  31323, progress = 0.28, t =  11.37 s / 2754.68 tokens per second
1.08.053.560 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  33371, progress = 0.30, t =  12.24 s / 2725.32 tokens per second
1.08.956.316 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  35419, progress = 0.31, t =  13.14 s / 2694.71 tokens per second
1.09.887.826 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  37467, progress = 0.33, t =  14.07 s / 2662.66 tokens per second
1.10.846.103 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  39515, progress = 0.35, t =  15.03 s / 2629.82 tokens per second
1.11.825.303 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  41563, progress = 0.37, t =  16.00 s / 2597.28 tokens per second
1.12.824.760 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  43611, progress = 0.39, t =  17.00 s / 2565.52 tokens per second
1.13.842.873 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  45659, progress = 0.40, t =  18.01 s / 2534.62 tokens per second
1.14.877.990 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  47707, progress = 0.42, t =  19.05 s / 2504.72 tokens per second
1.15.932.483 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  49755, progress = 0.44, t =  20.10 s / 2475.62 tokens per second
1.17.004.483 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  51803, progress = 0.46, t =  21.17 s / 2447.42 tokens per second
1.18.093.844 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  53851, progress = 0.48, t =  22.25 s / 2419.78 tokens per second
1.19.201.473 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  55899, progress = 0.50, t =  23.36 s / 2392.99 tokens per second
1.20.327.979 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  57947, progress = 0.51, t =  24.48 s / 2366.81 tokens per second
1.21.474.539 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  59995, progress = 0.53, t =  25.63 s / 2341.25 tokens per second
1.22.638.695 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  62043, progress = 0.55, t =  26.79 s / 2316.14 tokens per second
1.23.822.601 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  64091, progress = 0.57, t =  27.97 s / 2291.56 tokens per second
1.24.877.065 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  65836, progress = 0.58, t =  29.08 s / 2263.93 tokens per second
1.26.213.175 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  67884, progress = 0.60, t =  30.35 s / 2236.37 tokens per second
1.27.449.404 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  69932, progress = 0.62, t =  31.59 s / 2213.90 tokens per second
1.28.704.800 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  71980, progress = 0.64, t =  32.84 s / 2191.82 tokens per second
1.29.979.908 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  74028, progress = 0.66, t =  34.11 s / 2170.13 tokens per second
1.31.272.804 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  76076, progress = 0.67, t =  35.40 s / 2148.85 tokens per second
1.32.585.090 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  78124, progress = 0.69, t =  36.71 s / 2128.03 tokens per second
1.33.916.607 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  80172, progress = 0.71, t =  38.04 s / 2107.49 tokens per second
1.35.271.377 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  82220, progress = 0.73, t =  39.39 s / 2087.23 tokens per second
1.36.642.227 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  84268, progress = 0.75, t =  40.76 s / 2067.38 tokens per second
1.38.036.459 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  86316, progress = 0.77, t =  42.15 s / 2047.75 tokens per second
1.39.451.174 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  88364, progress = 0.78, t =  43.56 s / 2028.41 tokens per second
1.40.884.085 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  90412, progress = 0.80, t =  44.99 s / 2009.46 tokens per second
1.42.337.821 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  92460, progress = 0.82, t =  46.44 s / 1990.76 tokens per second
1.43.813.434 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  94508, progress = 0.84, t =  47.92 s / 1972.37 tokens per second
1.45.305.876 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  96556, progress = 0.86, t =  49.41 s / 1954.38 tokens per second
1.46.819.998 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  98604, progress = 0.87, t =  50.92 s / 1936.51 tokens per second
1.48.356.391 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 100652, progress = 0.89, t =  52.45 s / 1919.00 tokens per second
1.49.909.520 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 102700, progress = 0.91, t =  54.00 s / 1901.82 tokens per second
1.51.481.019 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 104748, progress = 0.93, t =  55.57 s / 1884.99 tokens per second
1.53.075.783 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 106796, progress = 0.95, t =  57.16 s / 1868.34 tokens per second
1.54.688.281 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 108844, progress = 0.97, t =  58.77 s / 1851.98 tokens per second
1.56.321.039 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 110892, progress = 0.98, t =  60.40 s / 1835.94 tokens per second
1.57.435.885 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 112223, progress = 1.00, t =  61.59 s / 1822.15 tokens per second
1.58.029.039 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 112735, progress = 1.00, t =  62.19 s / 1812.88 tokens per second
2.01.266.629 I slot print_timing: id  0 | task 0 | n_gen =    237, tg =  78.48 t/s, tg_3s =  78.81 t/s
2.04.268.122 I slot print_timing: id  0 | task 0 | n_gen =    461, tg =  76.56 t/s, tg_3s =  74.63 t/s
2.07.297.784 I slot print_timing: id  0 | task 0 | n_gen =    679, tg =  75.01 t/s, tg_3s =  71.96 t/s
2.10.330.290 I slot print_timing: id  0 | task 0 | n_gen =    888, tg =  73.48 t/s, tg_3s =  68.92 t/s
2.13.340.565 I slot print_timing: id  0 | task 0 | n_gen =   1113, tg =  73.73 t/s, tg_3s =  74.74 t/s
2.16.359.298 I slot print_timing: id  0 | task 0 | n_gen =   1342, tg =  74.09 t/s, tg_3s =  75.86 t/s
2.19.388.452 I slot print_timing: id  0 | task 0 | n_gen =   1568, tg =  74.16 t/s, tg_3s =  74.61 t/s
2.22.419.184 I slot print_timing: id  0 | task 0 | n_gen =   1808, tg =  74.79 t/s, tg_3s =  79.19 t/s
2.25.435.411 I slot print_timing: id  0 | task 0 | n_gen =   2066, tg =  75.99 t/s, tg_3s =  85.54 t/s
2.28.452.873 I slot print_timing: id  0 | task 0 | n_gen =   2326, tg =  77.00 t/s, tg_3s =  86.17 t/s
2.31.468.760 I slot print_timing: id  0 | task 0 | n_gen =   2546, tg =  76.64 t/s, tg_3s =  72.95 t/s
2.34.474.925 I slot print_timing: id  0 | task 0 | n_gen =   2790, tg =  77.01 t/s, tg_3s =  81.17 t/s
2.37.477.152 I slot print_timing: id  0 | task 0 | n_gen =   3016, tg =  76.88 t/s, tg_3s =  75.28 t/s
2.40.487.613 I slot print_timing: id  0 | task 0 | n_gen =   3265, tg =  77.29 t/s, tg_3s =  82.71 t/s
2.43.499.368 I slot print_timing: id  0 | task 0 | n_gen =   3504, tg =  77.43 t/s, tg_3s =  79.36 t/s
2.46.524.127 I slot print_timing: id  0 | task 0 | n_gen =   3717, tg =  76.99 t/s, tg_3s =  70.42 t/s
2.49.556.254 I slot print_timing: id  0 | task 0 | n_gen =   3918, tg =  76.36 t/s, tg_3s =  66.29 t/s
2.52.582.402 I slot print_timing: id  0 | task 0 | n_gen =   4111, tg =  75.66 t/s, tg_3s =  63.78 t/s
2.55.593.254 I slot print_timing: id  0 | task 0 | n_gen =   4348, tg =  75.82 t/s, tg_3s =  78.72 t/s
2.58.595.450 I slot print_timing: id  0 | task 0 | n_gen =   4561, tg =  75.58 t/s, tg_3s =  70.95 t/s
3.01.605.724 I slot print_timing: id  0 | task 0 | n_gen =   4752, tg =  75.00 t/s, tg_3s =  63.45 t/s
3.04.623.608 I slot print_timing: id  0 | task 0 | n_gen =   4983, tg =  75.07 t/s, tg_3s =  76.54 t/s
3.06.907.790 I slot print_timing: id  0 | task 0 | prompt eval time =   62582.12 ms / 112739 tokens (    0.56 ms per token,  1801.46 tokens per second)
3.06.907.792 I slot print_timing: id  0 | task 0 |        eval time =   68648.29 ms /  5183 tokens (   13.25 ms per token,    75.49 tokens per second)
3.06.907.792 I slot print_timing: id  0 | task 0 |       total time =  131230.42 ms / 117922 tokens
3.06.907.792 I slot print_timing: id  0 | task 0 |    graphs reused =       2056
3.06.907.794 I slot print_timing: id  0 | task 0 | draft acceptance = 0.74831 ( 3107 accepted /  4152 generated), mean len =  2.50
3.06.909.586 I slot      release: id  0 | task 0 | stop processing: n_tokens = 117922, truncated = 0
3.07.172.071 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
3.07.172.604 I slot launch_slot_: id  0 | task 2136 | processing task, is_child = 0
3.11.610.140 I slot print_timing: id  0 | task 2136 | n_gen =    231, tg =  75.84 t/s, tg_3s =  76.16 t/s
3.14.617.379 I slot print_timing: id  0 | task 2136 | n_gen =    483, tg =  79.80 t/s, tg_3s =  83.80 t/s
3.17.648.408 I slot print_timing: id  0 | task 2136 | n_gen =    738, tg =  81.25 t/s, tg_3s =  84.13 t/s
3.20.660.363 I slot print_timing: id  0 | task 2136 | n_gen =    975, tg =  80.61 t/s, tg_3s =  78.69 t/s
3.23.672.315 I slot print_timing: id  0 | task 2136 | n_gen =   1223, tg =  80.95 t/s, tg_3s =  82.34 t/s
3.26.687.380 I slot print_timing: id  0 | task 2136 | n_gen =   1480, tg =  81.67 t/s, tg_3s =  85.24 t/s
3.29.704.684 I slot print_timing: id  0 | task 2136 | n_gen =   1739, tg =  82.26 t/s, tg_3s =  85.84 t/s
3.32.724.640 I slot print_timing: id  0 | task 2136 | n_gen =   1997, tg =  82.66 t/s, tg_3s =  85.43 t/s
3.35.724.910 I slot print_timing: id  0 | task 2136 | n_gen =   2236, tg =  82.33 t/s, tg_3s =  79.66 t/s
3.38.752.713 I slot print_timing: id  0 | task 2136 | n_gen =   2491, tg =  82.52 t/s, tg_3s =  84.22 t/s
3.41.780.527 I slot print_timing: id  0 | task 2136 | n_gen =   2741, tg =  82.52 t/s, tg_3s =  82.57 t/s
3.44.783.435 I slot print_timing: id  0 | task 2136 | n_gen =   2996, tg =  82.72 t/s, tg_3s =  84.92 t/s
3.47.791.960 I slot print_timing: id  0 | task 2136 | n_gen =   3246, tg =  82.75 t/s, tg_3s =  83.10 t/s
3.50.814.819 I slot print_timing: id  0 | task 2136 | n_gen =   3506, tg =  82.98 t/s, tg_3s =  86.01 t/s
3.53.839.986 I slot print_timing: id  0 | task 2136 | n_gen =   3768, tg =  83.23 t/s, tg_3s =  86.61 t/s
3.56.861.114 I slot print_timing: id  0 | task 2136 | n_gen =   4022, tg =  83.28 t/s, tg_3s =  84.07 t/s
3.59.891.097 I slot print_timing: id  0 | task 2136 | n_gen =   4273, tg =  83.25 t/s, tg_3s =  82.84 t/s
4.02.892.938 I slot print_timing: id  0 | task 2136 | n_gen =   4529, tg =  83.36 t/s, tg_3s =  85.28 t/s
4.05.899.949 I slot print_timing: id  0 | task 2136 | n_gen =   4782, tg =  83.41 t/s, tg_3s =  84.14 t/s
4.08.926.315 I slot print_timing: id  0 | task 2136 | n_gen =   5030, tg =  83.33 t/s, tg_3s =  81.95 t/s
4.11.958.662 I slot print_timing: id  0 | task 2136 | n_gen =   5277, tg =  83.24 t/s, tg_3s =  81.46 t/s
4.14.971.964 I slot print_timing: id  0 | task 2136 | n_gen =   5531, tg =  83.29 t/s, tg_3s =  84.29 t/s
4.17.988.602 I slot print_timing: id  0 | task 2136 | n_gen =   5774, tg =  83.17 t/s, tg_3s =  80.55 t/s
4.18.023.145 I slot print_timing: id  0 | task 2136 | prompt eval time =    1404.60 ms /  1118 tokens (    1.26 ms per token,   795.95 tokens per second)
4.18.023.146 I slot print_timing: id  0 | task 2136 |        eval time =   69445.77 ms /  5776 tokens (   12.03 ms per token,    83.16 tokens per second)
4.18.023.147 I slot print_timing: id  0 | task 2136 |       total time =   70850.38 ms /  6894 tokens
4.18.023.147 I slot print_timing: id  0 | task 2136 |    graphs reused =       4066
4.18.023.149 I slot print_timing: id  0 | task 2136 | draft acceptance = 0.92056 ( 3743 accepted /  4066 generated), mean len =  2.84
4.18.025.101 I slot      release: id  0 | task 2136 | stop processing: n_tokens = 124816, truncated = 0
4.18.370.887 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
4.18.371.409 I slot launch_slot_: id  0 | task 4173 | processing task, is_child = 0
4.21.937.420 I slot print_timing: id  0 | task 4173 | n_gen =    237, tg =  77.89 t/s, tg_3s =  78.21 t/s
4.22.199.104 I slot print_timing: id  0 | task 4173 | prompt eval time =     535.79 ms /    46 tokens (   11.65 ms per token,    85.85 tokens per second)
4.22.199.106 I slot print_timing: id  0 | task 4173 |        eval time =    3291.61 ms /   256 tokens (   12.91 ms per token,    77.47 tokens per second)
4.22.199.106 I slot print_timing: id  0 | task 4173 |       total time =    3827.40 ms /   302 tokens
4.22.199.107 I slot print_timing: id  0 | task 4173 |    graphs reused =       4159
4.22.199.108 I slot print_timing: id  0 | task 4173 | draft acceptance = 0.85263 (  162 accepted /   190 generated), mean len =  2.71
4.22.201.097 I slot      release: id  0 | task 4173 | stop processing: n_tokens = 125119, truncated = 0
4.22.528.096 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
4.22.528.637 I slot launch_slot_: id  0 | task 4271 | processing task, is_child = 0
4.24.116.708 I slot print_timing: id  0 | task 4271 | prompt eval time =     522.41 ms /    45 tokens (   11.61 ms per token,    86.14 tokens per second)
4.24.116.710 I slot print_timing: id  0 | task 4271 |        eval time =    1065.51 ms /    90 tokens (   11.97 ms per token,    83.53 tokens per second)
4.24.116.710 I slot print_timing: id  0 | task 4271 |       total time =    1587.91 ms /   135 tokens
4.24.116.710 I slot print_timing: id  0 | task 4271 |    graphs reused =       4188
4.24.116.712 I slot print_timing: id  0 | task 4271 | draft acceptance = 0.93548 (   58 accepted /    62 generated), mean len =  2.87
4.24.118.704 I slot      release: id  0 | task 4271 | stop processing: n_tokens = 125253, truncated = 0
4.24.469.316 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
4.24.469.883 I slot launch_slot_: id  0 | task 4305 | processing task, is_child = 0
4.28.079.126 I slot print_timing: id  0 | task 4305 | n_gen =    217, tg =  71.29 t/s, tg_3s =  71.62 t/s
4.29.608.276 I slot print_timing: id  0 | task 4305 | prompt eval time =     579.19 ms /    99 tokens (    5.85 ms per token,   170.93 tokens per second)
4.29.608.278 I slot print_timing: id  0 | task 4305 |        eval time =    4559.03 ms /   334 tokens (   13.69 ms per token,    73.04 tokens per second)
4.29.608.278 I slot print_timing: id  0 | task 4305 |       total time =    5138.22 ms /   433 tokens
4.29.608.279 I slot print_timing: id  0 | task 4305 |    graphs reused =       4318
4.29.608.280 I slot print_timing: id  0 | task 4305 | draft acceptance = 0.76136 (  201 accepted /   264 generated), mean len =  2.52
4.29.610.438 I slot      release: id  0 | task 4305 | stop processing: n_tokens = 125685, truncated = 0
4.30.016.027 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
4.30.016.610 I slot launch_slot_: id  0 | task 4440 | processing task, is_child = 0
4.33.564.959 I slot print_timing: id  0 | task 4440 | n_gen =    233, tg =  76.97 t/s, tg_3s =  77.30 t/s
4.34.090.639 I slot print_timing: id  0 | task 4440 | prompt eval time =     533.93 ms /    30 tokens (   17.80 ms per token,    56.19 tokens per second)
4.34.090.641 I slot print_timing: id  0 | task 4440 |        eval time =    3539.93 ms /   274 tokens (   12.97 ms per token,    77.12 tokens per second)
4.34.090.641 I slot print_timing: id  0 | task 4440 |       total time =    4073.85 ms /   304 tokens
4.34.090.641 I slot print_timing: id  0 | task 4440 |    graphs reused =       4418
4.34.090.643 I slot print_timing: id  0 | task 4440 | draft acceptance = 0.84314 (  172 accepted /   204 generated), mean len =  2.69
4.34.092.713 I slot      release: id  0 | task 4440 | stop processing: n_tokens = 125989, truncated = 0
4.34.820.377 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
4.34.820.948 I slot launch_slot_: id  0 | task 4545 | processing task, is_child = 0
4.38.391.916 I slot print_timing: id  0 | task 4545 | n_gen =    199, tg =  65.76 t/s, tg_3s =  66.09 t/s
4.41.404.504 I slot print_timing: id  0 | task 4545 | n_gen =    416, tg =  68.90 t/s, tg_3s =  72.03 t/s
4.44.429.869 I slot print_timing: id  0 | task 4545 | n_gen =    621, tg =  68.52 t/s, tg_3s =  67.76 t/s
4.47.462.097 I slot print_timing: id  0 | task 4545 | n_gen =    836, tg =  69.12 t/s, tg_3s =  70.90 t/s
4.50.490.313 I slot print_timing: id  0 | task 4545 | n_gen =   1065, tg =  70.42 t/s, tg_3s =  75.62 t/s
4.51.585.165 I slot print_timing: id  0 | task 4545 | prompt eval time =     560.07 ms /    79 tokens (    7.09 ms per token,   141.05 tokens per second)
4.51.585.167 I slot print_timing: id  0 | task 4545 |        eval time =   16203.84 ms /  1142 tokens (   14.20 ms per token,    70.42 tokens per second)
4.51.585.168 I slot print_timing: id  0 | task 4545 |       total time =   16763.91 ms /  1221 tokens
4.51.585.168 I slot print_timing: id  0 | task 4545 |    graphs reused =       4879
4.51.585.170 I slot print_timing: id  0 | task 4545 | draft acceptance = 0.72639 (  677 accepted /   932 generated), mean len =  2.45
4.51.587.290 I slot      release: id  0 | task 4545 | stop processing: n_tokens = 127211, truncated = 0
5.17.398.379 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
5.17.398.950 I slot launch_slot_: id  0 | task 5014 | processing task, is_child = 0
5.20.963.878 I slot print_timing: id  0 | task 5014 | n_gen =    195, tg =  64.19 t/s, tg_3s =  64.51 t/s
5.23.971.973 I slot print_timing: id  0 | task 5014 | n_gen =    396, tg =  65.50 t/s, tg_3s =  66.82 t/s
5.26.975.709 I slot print_timing: id  0 | task 5014 | n_gen =    621, tg =  68.63 t/s, tg_3s =  74.91 t/s
5.28.324.018 I slot print_timing: id  0 | task 5014 | prompt eval time =     542.36 ms /    28 tokens (   19.37 ms per token,    51.63 tokens per second)
5.28.324.020 I slot print_timing: id  0 | task 5014 |        eval time =   10382.55 ms /   734 tokens (   14.16 ms per token,    70.60 tokens per second)
5.28.324.021 I slot print_timing: id  0 | task 5014 |       total time =   10924.91 ms /   762 tokens
5.28.324.021 I slot print_timing: id  0 | task 5014 |    graphs reused =       5177
5.28.324.023 I slot print_timing: id  0 | task 5014 | draft acceptance = 0.71761 (  432 accepted /   602 generated), mean len =  2.44
5.28.326.072 I slot      release: id  0 | task 5014 | stop processing: n_tokens = 127972, truncated = 0
5.32.660.488 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
5.32.661.069 I slot launch_slot_: id  0 | task 5318 | processing task, is_child = 0
5.36.269.436 I slot print_timing: id  0 | task 5318 | n_gen =    198, tg =  65.46 t/s, tg_3s =  65.79 t/s
5.39.281.467 I slot print_timing: id  0 | task 5318 | n_gen =    399, tg =  66.09 t/s, tg_3s =  66.73 t/s
5.40.530.701 I slot print_timing: id  0 | task 5318 | prompt eval time =     598.58 ms /   115 tokens (    5.21 ms per token,   192.12 tokens per second)
5.40.530.703 I slot print_timing: id  0 | task 5318 |        eval time =    7270.89 ms /   505 tokens (   14.43 ms per token,    69.32 tokens per second)
5.40.530.703 I slot print_timing: id  0 | task 5318 |       total time =    7869.47 ms /   620 tokens
5.40.530.703 I slot print_timing: id  0 | task 5318 |    graphs reused =       5384
5.40.530.705 I slot print_timing: id  0 | task 5318 | draft acceptance = 0.70000 (  294 accepted /   420 generated), mean len =  2.40
5.40.532.795 I slot      release: id  0 | task 5318 | stop processing: n_tokens = 128591, truncated = 0
6.02.310.466 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
6.02.311.016 I slot launch_slot_: id  0 | task 5531 | processing task, is_child = 0
6.05.869.477 I slot print_timing: id  0 | task 5531 | n_gen =    213, tg =  70.39 t/s, tg_3s =  70.72 t/s
6.08.890.481 I slot print_timing: id  0 | task 5531 | prompt eval time =     546.49 ms /    30 tokens (   18.22 ms per token,    54.90 tokens per second)
6.08.890.484 I slot print_timing: id  0 | task 5531 |        eval time =    6032.65 ms /   451 tokens (   13.41 ms per token,    74.59 tokens per second)
6.08.890.485 I slot print_timing: id  0 | task 5531 |       total time =    6579.14 ms /   481 tokens
6.08.890.485 I slot print_timing: id  0 | task 5531 |    graphs reused =       5555
6.08.890.487 I slot print_timing: id  0 | task 5531 | draft acceptance = 0.79885 (  278 accepted /   348 generated), mean len =  2.60
6.08.892.508 I slot      release: id  0 | task 5531 | stop processing: n_tokens = 129073, truncated = 0
6.30.006.340 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
6.30.006.911 I slot launch_slot_: id  0 | task 5708 | processing task, is_child = 0
6.33.560.364 I slot print_timing: id  0 | task 5708 | n_gen =    213, tg =  70.47 t/s, tg_3s =  70.80 t/s
6.36.133.718 I slot print_timing: id  0 | task 5708 | prompt eval time =     545.09 ms /    28 tokens (   19.47 ms per token,    51.37 tokens per second)
6.36.133.720 I slot print_timing: id  0 | task 5708 |        eval time =    5581.38 ms /   417 tokens (   13.42 ms per token,    74.53 tokens per second)
6.36.133.721 I slot print_timing: id  0 | task 5708 |       total time =    6126.47 ms /   445 tokens
6.36.133.721 I slot print_timing: id  0 | task 5708 |    graphs reused =       5714
6.36.133.723 I slot print_timing: id  0 | task 5708 | draft acceptance = 0.79814 (  257 accepted /   322 generated), mean len =  2.60
6.36.135.755 I slot      release: id  0 | task 5708 | stop processing: n_tokens = 129519, truncated = 0
7.16.739.947 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
7.16.740.542 I slot launch_slot_: id  0 | task 5872 | processing task, is_child = 0
