Aug 19 17:10:04 smarty run.sh[918640]: 0.58.117.513 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
Aug 19 17:10:38 smarty run.sh[918640]: 1.32.330.307 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  74230, progress = 0.89, t =  34.03 s / 2181.63 tokens per second
Aug 19 17:10:39 smarty run.sh[918640]: 1.33.623.463 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  76278, progress = 0.91, t =  35.32 s / 2159.92 tokens per second
Aug 19 17:10:41 smarty run.sh[918640]: 1.34.935.670 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  78326, progress = 0.94, t =  36.62 s / 2138.61 tokens per second
Aug 19 17:10:42 smarty run.sh[918640]: 1.36.268.942 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  80374, progress = 0.96, t =  37.95 s / 2117.63 tokens per second
Aug 19 17:10:43 smarty run.sh[918640]: 1.37.622.735 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  82422, progress = 0.98, t =  39.31 s / 2096.92 tokens per second
Aug 19 17:10:44 smarty run.sh[918640]: 1.38.178.848 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  83212, progress = 0.99, t =  39.95 s / 2082.91 tokens per second
Aug 19 17:10:44 smarty run.sh[918640]: 1.38.647.671 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  83724, progress = 1.00, t =  40.39 s / 2072.73 tokens per second
Aug 19 17:10:47 smarty run.sh[918640]: 1.41.858.087 I slot print_timing: id  0 | task 0 | n_gen =    272, tg =  89.58 t/s, tg_3s =  89.91 t/s
Aug 19 17:10:50 smarty run.sh[918640]: 1.44.865.933 I slot print_timing: id  0 | task 0 | n_gen =    515, tg =  85.20 t/s, tg_3s =  80.79 t/s
Aug 19 17:10:53 smarty run.sh[918640]: 1.47.881.411 I slot print_timing: id  0 | task 0 | n_gen =    771, tg =  85.10 t/s, tg_3s =  84.90 t/s
Aug 19 17:10:56 smarty run.sh[918640]: 1.50.892.354 I slot print_timing: id  0 | task 0 | n_gen =    977, tg =  80.93 t/s, tg_3s =  68.42 t/s
Aug 19 17:10:59 smarty run.sh[918640]: 1.53.897.707 I slot print_timing: id  0 | task 0 | n_gen =   1230, tg =  81.58 t/s, tg_3s =  84.18 t/s
Aug 19 17:11:02 smarty run.sh[918640]: 1.56.910.757 I slot print_timing: id  0 | task 0 | n_gen =   1485, tg =  82.09 t/s, tg_3s =  84.63 t/s
Aug 19 17:11:06 smarty run.sh[918640]: 1.59.932.454 I slot print_timing: id  0 | task 0 | n_gen =   1718, tg =  81.38 t/s, tg_3s =  77.11 t/s
Aug 19 17:11:09 smarty run.sh[918640]: 2.02.950.028 I slot print_timing: id  0 | task 0 | n_gen =   1959, tg =  81.19 t/s, tg_3s =  79.87 t/s
Aug 19 17:11:10 smarty run.sh[918640]: 2.04.609.438 I slot print_timing: id  0 | task 0 | prompt eval time =   40714.86 ms / 83728 tokens (    0.49 ms per token,  2056.45 tokens per second)
Aug 19 17:11:10 smarty run.sh[918640]: 2.04.609.439 I slot print_timing: id  0 | task 0 |        eval time =   25776.47 ms /  2126 tokens (   12.13 ms per token,    82.44 tokens per second)
Aug 19 17:11:10 smarty run.sh[918640]: 2.04.609.440 I slot print_timing: id  0 | task 0 |       total time =   66491.33 ms / 85854 tokens
Aug 19 17:11:10 smarty run.sh[918640]: 2.04.609.440 I slot print_timing: id  0 | task 0 |    graphs reused =        885
Aug 19 17:11:10 smarty run.sh[918640]: 2.04.609.441 I slot print_timing: id  0 | task 0 | draft acceptance = 0.69037 ( 1233 accepted /  1786 generated), mean len =  2.38
Aug 19 17:11:10 smarty run.sh[918640]: 2.04.610.892 I slot      release: id  0 | task 0 | stop processing: n_tokens = 85854, truncated = 0
Aug 19 17:11:10 smarty run.sh[918640]: 2.04.851.092 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.972 (> 0.100 thold), f_keep = 1.000
Aug 19 17:11:10 smarty run.sh[918640]: 2.04.851.601 I slot launch_slot_: id  0 | task 938 | processing task, is_child = 0
Aug 19 17:11:16 smarty run.sh[918640]: 2.09.929.561 I slot print_timing: id  0 | task 938 | n_gen =    241, tg =  79.96 t/s, tg_3s =  80.29 t/s
Aug 19 17:11:19 smarty run.sh[918640]: 2.12.938.632 I slot print_timing: id  0 | task 938 | n_gen =    489, tg =  81.19 t/s, tg_3s =  82.42 t/s
Aug 19 17:11:19 smarty run.sh[918640]: 2.13.295.004 I slot print_timing: id  0 | task 938 | prompt eval time =    2076.47 ms /  2486 tokens (    0.84 ms per token,  1197.23 tokens per second)
Aug 19 17:11:19 smarty run.sh[918640]: 2.13.295.006 I slot print_timing: id  0 | task 938 |        eval time =    6366.77 ms /   521 tokens (   12.24 ms per token,    81.67 tokens per second)
Aug 19 17:11:19 smarty run.sh[918640]: 2.13.295.006 I slot print_timing: id  0 | task 938 |       total time =    8443.23 ms /  3007 tokens
Aug 19 17:11:19 smarty run.sh[918640]: 2.13.295.006 I slot print_timing: id  0 | task 938 |    graphs reused =       1098
Aug 19 17:11:19 smarty run.sh[918640]: 2.13.295.008 I slot print_timing: id  0 | task 938 | draft acceptance = 0.70602 (  305 accepted /   432 generated), mean len =  2.41
Aug 19 17:11:19 smarty run.sh[918640]: 2.13.296.542 I slot      release: id  0 | task 938 | stop processing: n_tokens = 88861, truncated = 0
Aug 19 17:11:19 smarty run.sh[918640]: 2.13.559.287 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
Aug 19 17:11:19 smarty run.sh[918640]: 2.13.559.799 I slot launch_slot_: id  0 | task 1158 | processing task, is_child = 0
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.018.912 I slot print_timing: id  0 | task 1158 | n_gen =    238, tg =  78.74 t/s, tg_3s =  79.07 t/s
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.048.541 I slot print_timing: id  0 | task 1158 | prompt eval time =     449.21 ms /   124 tokens (    3.62 ms per token,   276.04 tokens per second)
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.048.542 I slot print_timing: id  0 | task 1158 |        eval time =    3039.37 ms /   241 tokens (   12.66 ms per token,    78.96 tokens per second)
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.048.542 I slot print_timing: id  0 | task 1158 |       total time =    3488.58 ms /   365 tokens
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.048.543 I slot print_timing: id  0 | task 1158 |    graphs reused =       1199
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.048.544 I slot print_timing: id  0 | task 1158 | draft acceptance = 0.66505 (  137 accepted /   206 generated), mean len =  2.33
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.050.065 I slot      release: id  0 | task 1158 | stop processing: n_tokens = 89225, truncated = 0
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.306.355 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.982 (> 0.100 thold), f_keep = 1.000
Aug 19 17:11:23 smarty run.sh[918640]: 2.17.306.893 I slot launch_slot_: id  0 | task 1264 | processing task, is_child = 0
Aug 19 17:11:27 smarty run.sh[918640]: 2.21.812.452 I slot print_timing: id  0 | task 1264 | n_gen =    236, tg =  78.19 t/s, tg_3s =  78.52 t/s
Aug 19 17:11:30 smarty run.sh[918640]: 2.24.320.349 I slot print_timing: id  0 | task 1264 | prompt eval time =    1500.02 ms /  1607 tokens (    0.93 ms per token,  1071.32 tokens per second)
Aug 19 17:11:30 smarty run.sh[918640]: 2.24.320.351 I slot print_timing: id  0 | task 1264 |        eval time =    5513.27 ms /   456 tokens (   12.12 ms per token,    82.53 tokens per second)
Aug 19 17:11:30 smarty run.sh[918640]: 2.24.320.351 I slot print_timing: id  0 | task 1264 |       total time =    7013.29 ms /  2063 tokens
Aug 19 17:11:30 smarty run.sh[918640]: 2.24.320.352 I slot print_timing: id  0 | task 1264 |    graphs reused =       1381
Aug 19 17:11:30 smarty run.sh[918640]: 2.24.320.353 I slot print_timing: id  0 | task 1264 | draft acceptance = 0.73243 (  271 accepted /   370 generated), mean len =  2.46
Aug 19 17:11:30 smarty run.sh[918640]: 2.24.321.990 I slot      release: id  0 | task 1264 | stop processing: n_tokens = 91288, truncated = 0
Aug 19 17:11:31 smarty run.sh[918640]: 2.25.022.025 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
Aug 19 17:11:31 smarty run.sh[918640]: 2.25.022.558 I slot launch_slot_: id  0 | task 1453 | processing task, is_child = 0
Aug 19 17:11:34 smarty run.sh[918640]: 2.28.708.711 I slot print_timing: id  0 | task 1453 | n_gen =    230, tg =  75.78 t/s, tg_3s =  76.11 t/s
Aug 19 17:11:37 smarty run.sh[918640]: 2.31.673.926 I slot print_timing: id  0 | task 1453 | prompt eval time =     664.15 ms /   415 tokens (    1.60 ms per token,   624.86 tokens per second)
Aug 19 17:11:37 smarty run.sh[918640]: 2.31.673.928 I slot print_timing: id  0 | task 1453 |        eval time =    5987.06 ms /   457 tokens (   13.13 ms per token,    76.16 tokens per second)
Aug 19 17:11:37 smarty run.sh[918640]: 2.31.673.928 I slot print_timing: id  0 | task 1453 |       total time =    6651.21 ms /   872 tokens
Aug 19 17:11:37 smarty run.sh[918640]: 2.31.673.928 I slot print_timing: id  0 | task 1453 |    graphs reused =       1573
Aug 19 17:11:37 smarty run.sh[918640]: 2.31.673.930 I slot print_timing: id  0 | task 1453 | draft acceptance = 0.67526 (  262 accepted /   388 generated), mean len =  2.35
Aug 19 17:11:37 smarty run.sh[918640]: 2.31.675.504 I slot      release: id  0 | task 1453 | stop processing: n_tokens = 92159, truncated = 0
Aug 19 17:11:37 smarty run.sh[918640]: 2.31.894.976 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.967 (> 0.100 thold), f_keep = 1.000
Aug 19 17:11:37 smarty run.sh[918640]: 2.31.895.479 I slot launch_slot_: id  0 | task 1650 | processing task, is_child = 0
Aug 19 17:11:43 smarty run.sh[918640]: 2.37.575.411 I slot print_timing: id  0 | task 1650 | n_gen =    258, tg =  85.22 t/s, tg_3s =  85.54 t/s
Aug 19 17:11:46 smarty run.sh[918640]: 2.40.585.865 I slot print_timing: id  0 | task 1650 | n_gen =    491, tg =  81.31 t/s, tg_3s =  77.40 t/s
Aug 19 17:11:49 smarty run.sh[918640]: 2.43.606.552 I slot print_timing: id  0 | task 1650 | n_gen =    712, tg =  78.59 t/s, tg_3s =  73.16 t/s
Aug 19 17:11:50 smarty run.sh[918640]: 2.44.601.546 I slot print_timing: id  0 | task 1650 | prompt eval time =    2663.95 ms /  3152 tokens (    0.85 ms per token,  1183.20 tokens per second)
Aug 19 17:11:50 smarty run.sh[918640]: 2.44.601.548 I slot print_timing: id  0 | task 1650 |        eval time =   10041.87 ms /   799 tokens (   12.58 ms per token,    79.47 tokens per second)
Aug 19 17:11:50 smarty run.sh[918640]: 2.44.601.549 I slot print_timing: id  0 | task 1650 |       total time =   12705.82 ms /  3951 tokens
Aug 19 17:11:50 smarty run.sh[918640]: 2.44.601.549 I slot print_timing: id  0 | task 1650 |    graphs reused =       1898
Aug 19 17:11:50 smarty run.sh[918640]: 2.44.601.550 I slot print_timing: id  0 | task 1650 | draft acceptance = 0.71581 (  471 accepted /   658 generated), mean len =  2.43
Aug 19 17:11:50 smarty run.sh[918640]: 2.44.603.123 I slot      release: id  0 | task 1650 | stop processing: n_tokens = 96111, truncated = 0
Aug 19 17:11:50 smarty run.sh[918640]: 2.44.815.721 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
Aug 19 17:11:50 smarty run.sh[918640]: 2.44.816.216 I slot launch_slot_: id  0 | task 1984 | processing task, is_child = 0
Aug 19 17:11:55 smarty run.sh[918640]: 2.49.199.055 I slot print_timing: id  0 | task 1984 | n_gen =    257, tg =  85.01 t/s, tg_3s =  85.34 t/s
Aug 19 17:11:58 smarty run.sh[918640]: 2.52.226.851 I slot print_timing: id  0 | task 1984 | n_gen =    504, tg =  83.29 t/s, tg_3s =  81.58 t/s
Aug 19 17:12:01 smarty run.sh[918640]: 2.54.954.650 I slot print_timing: id  0 | task 1984 | prompt eval time =    1371.36 ms /  1396 tokens (    0.98 ms per token,  1017.97 tokens per second)
Aug 19 17:12:01 smarty run.sh[918640]: 2.54.954.652 I slot print_timing: id  0 | task 1984 |        eval time =    8766.91 ms /   723 tokens (   12.14 ms per token,    82.36 tokens per second)
Aug 19 17:12:01 smarty run.sh[918640]: 2.54.954.652 I slot print_timing: id  0 | task 1984 |       total time =   10138.26 ms /  2119 tokens
Aug 19 17:12:01 smarty run.sh[918640]: 2.54.954.652 I slot print_timing: id  0 | task 1984 |    graphs reused =       2178
Aug 19 17:12:01 smarty run.sh[918640]: 2.54.954.654 I slot print_timing: id  0 | task 1984 | draft acceptance = 0.77113 (  438 accepted /   568 generated), mean len =  2.54
Aug 19 17:12:01 smarty run.sh[918640]: 2.54.956.360 I slot      release: id  0 | task 1984 | stop processing: n_tokens = 98229, truncated = 0
Aug 19 17:12:01 smarty run.sh[918640]: 2.55.179.549 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
Aug 19 17:12:01 smarty run.sh[918640]: 2.55.180.059 I slot launch_slot_: id  0 | task 2272 | processing task, is_child = 0
Aug 19 17:12:05 smarty run.sh[918640]: 2.59.134.517 I slot print_timing: id  0 | task 2272 | n_gen =    250, tg =  82.75 t/s, tg_3s =  83.07 t/s
Aug 19 17:12:08 smarty run.sh[918640]: 3.02.162.064 I slot print_timing: id  0 | task 2272 | n_gen =    478, tg =  79.02 t/s, tg_3s =  75.31 t/s
Aug 19 17:12:11 smarty run.sh[918640]: 3.05.163.368 I slot print_timing: id  0 | task 2272 | n_gen =    714, tg =  78.89 t/s, tg_3s =  78.63 t/s
Aug 19 17:12:14 smarty run.sh[918640]: 3.08.170.196 I slot print_timing: id  0 | task 2272 | n_gen =    943, tg =  78.21 t/s, tg_3s =  76.16 t/s
Aug 19 17:12:16 smarty run.sh[918640]: 3.10.904.077 I slot print_timing: id  0 | task 2272 | prompt eval time =     945.07 ms /   765 tokens (    1.24 ms per token,   809.46 tokens per second)
Aug 19 17:12:16 smarty run.sh[918640]: 3.10.904.079 I slot print_timing: id  0 | task 2272 |        eval time =   14778.79 ms /  1183 tokens (   12.50 ms per token,    79.98 tokens per second)
Aug 19 17:12:16 smarty run.sh[918640]: 3.10.904.079 I slot print_timing: id  0 | task 2272 |       total time =   15723.86 ms /  1948 tokens
Aug 19 17:12:16 smarty run.sh[918640]: 3.10.904.079 I slot print_timing: id  0 | task 2272 |    graphs reused =       2649
Aug 19 17:12:16 smarty run.sh[918640]: 3.10.904.081 I slot print_timing: id  0 | task 2272 | draft acceptance = 0.73899 (  705 accepted /   954 generated), mean len =  2.48
Aug 19 17:12:16 smarty run.sh[918640]: 3.10.905.733 I slot      release: id  0 | task 2272 | stop processing: n_tokens = 100176, truncated = 0
Aug 19 17:12:17 smarty run.sh[918640]: 3.11.142.700 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
Aug 19 17:12:17 smarty run.sh[918640]: 3.11.143.197 I slot launch_slot_: id  0 | task 2753 | processing task, is_child = 0
Aug 19 17:12:21 smarty run.sh[918640]: 3.15.356.913 I slot print_timing: id  0 | task 2753 | n_gen =    223, tg =  73.35 t/s, tg_3s =  73.68 t/s
Aug 19 17:12:24 smarty run.sh[918640]: 3.18.359.567 I slot print_timing: id  0 | task 2753 | n_gen =    430, tg =  71.16 t/s, tg_3s =  68.94 t/s
Aug 19 17:12:27 smarty run.sh[918640]: 3.20.961.855 I slot print_timing: id  0 | task 2753 | prompt eval time =    1187.14 ms /  1030 tokens (    1.15 ms per token,   867.63 tokens per second)
Aug 19 17:12:27 smarty run.sh[918640]: 3.20.961.856 I slot print_timing: id  0 | task 2753 |        eval time =    8631.34 ms /   656 tokens (   13.18 ms per token,    75.89 tokens per second)
Aug 19 17:12:27 smarty run.sh[918640]: 3.20.961.856 I slot print_timing: id  0 | task 2753 |       total time =    9818.48 ms /  1686 tokens
Aug 19 17:12:27 smarty run.sh[918640]: 3.20.961.857 I slot print_timing: id  0 | task 2753 |    graphs reused =       2922
Aug 19 17:12:27 smarty run.sh[918640]: 3.20.961.858 I slot print_timing: id  0 | task 2753 | draft acceptance = 0.68841 (  380 accepted /   552 generated), mean len =  2.38
Aug 19 17:12:27 smarty run.sh[918640]: 3.20.963.631 I slot      release: id  0 | task 2753 | stop processing: n_tokens = 101862, truncated = 0
Aug 19 17:12:27 smarty run.sh[918640]: 3.21.005.483 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 174353368711
Aug 19 17:12:28 smarty run.sh[918640]: 3.22.808.085 I slot launch_slot_: id  0 | task 3033 | processing task, is_child = 0
Aug 19 17:12:30 smarty run.sh[918640]: 3.24.345.376 I slot print_timing: id  0 | task 3033 | prompt eval time =     452.46 ms /   666 tokens (    0.68 ms per token,  1471.96 tokens per second)
Aug 19 17:12:30 smarty run.sh[918640]: 3.24.345.378 I slot print_timing: id  0 | task 3033 |        eval time =    1084.67 ms /   140 tokens (    7.80 ms per token,   128.15 tokens per second)
Aug 19 17:12:30 smarty run.sh[918640]: 3.24.345.378 I slot print_timing: id  0 | task 3033 |       total time =    1537.13 ms /   806 tokens
Aug 19 17:12:30 smarty run.sh[918640]: 3.24.345.379 I slot print_timing: id  0 | task 3033 |    graphs reused =       2975
Aug 19 17:12:30 smarty run.sh[918640]: 3.24.345.380 I slot print_timing: id  0 | task 3033 | draft acceptance = 0.77273 (   85 accepted /   110 generated), mean len =  2.55
Aug 19 17:12:30 smarty run.sh[918640]: 3.24.345.414 I slot      release: id  0 | task 3033 | stop processing: n_tokens = 806, truncated = 0
Aug 19 17:12:30 smarty run.sh[918640]: 3.24.345.462 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 174356750494
Aug 19 17:12:31 smarty run.sh[918640]: 3.24.989.745 I slot launch_slot_: id  0 | task 3034 | processing task, is_child = 0
Aug 19 17:12:35 smarty run.sh[918640]: 3.29.010.121 I slot print_timing: id  0 | task 3034 | n_gen =    277, tg =  91.27 t/s, tg_3s =  91.60 t/s
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.039.990 I slot print_timing: id  0 | task 3034 | n_gen =    551, tg =  90.85 t/s, tg_3s =  90.43 t/s
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.230.406 I slot print_timing: id  0 | task 3034 | prompt eval time =     996.25 ms /   814 tokens (    1.22 ms per token,   817.07 tokens per second)
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.230.407 I slot print_timing: id  0 | task 3034 |        eval time =    6244.23 ms /   567 tokens (   11.03 ms per token,    90.64 tokens per second)
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.230.408 I slot print_timing: id  0 | task 3034 |       total time =    7240.48 ms /  1381 tokens
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.230.408 I slot print_timing: id  0 | task 3034 |    graphs reused =       3170
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.230.410 I slot print_timing: id  0 | task 3034 | draft acceptance = 0.93182 (  369 accepted /   396 generated), mean len =  2.86
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.232.258 I slot      release: id  0 | task 3034 | stop processing: n_tokens = 103243, truncated = 0
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.486.187 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
Aug 19 17:12:38 smarty run.sh[918640]: 3.32.486.652 I slot launch_slot_: id  0 | task 3295 | processing task, is_child = 0
Aug 19 17:12:42 smarty run.sh[918640]: 3.36.350.317 I slot print_timing: id  0 | task 3295 | n_gen =    277, tg =  91.56 t/s, tg_3s =  91.89 t/s
Aug 19 17:12:42 smarty run.sh[918640]: 3.36.414.012 I slot print_timing: id  0 | task 3295 | prompt eval time =     849.12 ms /   581 tokens (    1.46 ms per token,   684.23 tokens per second)
Aug 19 17:12:42 smarty run.sh[918640]: 3.36.414.013 I slot print_timing: id  0 | task 3295 |        eval time =    3078.07 ms /   282 tokens (   10.95 ms per token,    91.29 tokens per second)
Aug 19 17:12:42 smarty run.sh[918640]: 3.36.414.014 I slot print_timing: id  0 | task 3295 |       total time =    3927.20 ms /   863 tokens
Aug 19 17:12:42 smarty run.sh[918640]: 3.36.414.014 I slot print_timing: id  0 | task 3295 |    graphs reused =       3265
Aug 19 17:12:42 smarty run.sh[918640]: 3.36.414.015 I slot print_timing: id  0 | task 3295 | draft acceptance = 0.95361 (  185 accepted /   194 generated), mean len =  2.91
Aug 19 17:12:42 smarty run.sh[918640]: 3.36.415.673 I slot      release: id  0 | task 3295 | stop processing: n_tokens = 104106, truncated = 0
Aug 19 17:12:42 smarty run.sh[918640]: 3.36.671.350 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
