Aug 19 18:00:15 smarty run.sh[942818]: 2.25.728.640 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
Aug 19 18:00:33 smarty run.sh[942818]: 2.43.427.160 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  45180, progress = 0.57, t =  17.55 s / 2575.05 tokens per second
Aug 19 18:00:34 smarty run.sh[942818]: 2.44.442.549 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  47228, progress = 0.60, t =  18.56 s / 2544.94 tokens per second
Aug 19 18:00:35 smarty run.sh[942818]: 2.45.475.224 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  49276, progress = 0.62, t =  19.59 s / 2515.75 tokens per second
Aug 19 18:00:36 smarty run.sh[942818]: 2.46.524.640 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  51324, progress = 0.65, t =  20.63 s / 2487.35 tokens per second
Aug 19 18:00:37 smarty run.sh[942818]: 2.47.593.514 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  53372, progress = 0.67, t =  21.70 s / 2459.54 tokens per second
Aug 19 18:00:38 smarty run.sh[942818]: 2.48.679.210 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  55420, progress = 0.70, t =  22.78 s / 2432.57 tokens per second
Aug 19 18:00:39 smarty run.sh[942818]: 2.49.783.525 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  57468, progress = 0.73, t =  23.88 s / 2406.12 tokens per second
Aug 19 18:00:40 smarty run.sh[942818]: 2.50.906.264 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  59516, progress = 0.75, t =  25.00 s / 2380.28 tokens per second
Aug 19 18:00:42 smarty run.sh[942818]: 2.52.049.744 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  61564, progress = 0.78, t =  26.14 s / 2354.95 tokens per second
Aug 19 18:00:43 smarty run.sh[942818]: 2.53.208.457 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  63612, progress = 0.80, t =  27.30 s / 2330.11 tokens per second
Aug 19 18:00:44 smarty run.sh[942818]: 2.54.387.159 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  65660, progress = 0.83, t =  28.47 s / 2305.91 tokens per second
Aug 19 18:00:45 smarty run.sh[942818]: 2.55.581.002 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  67708, progress = 0.85, t =  29.67 s / 2282.25 tokens per second
Aug 19 18:00:46 smarty run.sh[942818]: 2.56.793.919 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  69756, progress = 0.88, t =  30.88 s / 2259.14 tokens per second
Aug 19 18:00:48 smarty run.sh[942818]: 2.58.026.944 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  71804, progress = 0.91, t =  32.11 s / 2236.42 tokens per second
Aug 19 18:00:49 smarty run.sh[942818]: 2.59.277.714 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  73852, progress = 0.93, t =  33.35 s / 2214.15 tokens per second
Aug 19 18:00:50 smarty run.sh[942818]: 3.00.549.964 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  75900, progress = 0.96, t =  34.62 s / 2192.23 tokens per second
Aug 19 18:00:51 smarty run.sh[942818]: 3.01.839.202 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  77948, progress = 0.98, t =  35.91 s / 2170.63 tokens per second
Aug 19 18:00:52 smarty run.sh[942818]: 3.02.370.474 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  78738, progress = 0.99, t =  36.53 s / 2155.21 tokens per second
Aug 19 18:00:52 smarty run.sh[942818]: 3.02.822.379 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  79250, progress = 1.00, t =  36.95 s / 2144.66 tokens per second
Aug 19 18:00:56 smarty run.sh[942818]: 3.06.011.866 I slot print_timing: id  0 | task 0 | n_gen =    233, tg =  77.09 t/s, tg_3s =  77.42 t/s
Aug 19 18:00:59 smarty run.sh[942818]: 3.09.020.603 I slot print_timing: id  0 | task 0 | n_gen =    458, tg =  75.94 t/s, tg_3s =  74.78 t/s
Aug 19 18:01:02 smarty run.sh[942818]: 3.12.027.474 I slot print_timing: id  0 | task 0 | n_gen =    687, tg =  76.01 t/s, tg_3s =  76.16 t/s
Aug 19 18:01:05 smarty run.sh[942818]: 3.15.028.107 I slot print_timing: id  0 | task 0 | n_gen =    904, tg =  75.09 t/s, tg_3s =  72.32 t/s
Aug 19 18:01:08 smarty run.sh[942818]: 3.18.049.905 I slot print_timing: id  0 | task 0 | n_gen =   1118, tg =  74.23 t/s, tg_3s =  70.82 t/s
Aug 19 18:01:11 smarty run.sh[942818]: 3.21.050.856 I slot print_timing: id  0 | task 0 | n_gen =   1331, tg =  73.69 t/s, tg_3s =  70.98 t/s
Aug 19 18:01:14 smarty run.sh[942818]: 3.24.058.631 I slot print_timing: id  0 | task 0 | n_gen =   1550, tg =  73.56 t/s, tg_3s =  72.81 t/s
Aug 19 18:01:17 smarty run.sh[942818]: 3.27.076.610 I slot print_timing: id  0 | task 0 | n_gen =   1781, tg =  73.94 t/s, tg_3s =  76.54 t/s
Aug 19 18:01:17 smarty run.sh[942818]: 3.27.468.009 I slot print_timing: id  0 | task 0 | prompt eval time =   37273.10 ms / 79254 tokens (    0.47 ms per token,  2126.31 tokens per second)
Aug 19 18:01:17 smarty run.sh[942818]: 3.27.468.010 I slot print_timing: id  0 | task 0 |        eval time =   24465.69 ms /  1813 tokens (   13.50 ms per token,    74.06 tokens per second)
Aug 19 18:01:17 smarty run.sh[942818]: 3.27.468.011 I slot print_timing: id  0 | task 0 |       total time =   61738.78 ms / 81067 tokens
Aug 19 18:01:17 smarty run.sh[942818]: 3.27.468.011 I slot print_timing: id  0 | task 0 |    graphs reused =       1005
Aug 19 18:01:17 smarty run.sh[942818]: 3.27.468.012 I slot print_timing: id  0 | task 0 | draft acceptance = 0.79051 (  800 accepted /  1012 generated), mean len =  1.79
Aug 19 18:01:17 smarty run.sh[942818]: 3.27.469.430 I slot      release: id  0 | task 0 | stop processing: n_tokens = 81066, truncated = 0
Aug 19 18:01:17 smarty run.sh[942818]: 3.27.700.845 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.194 (> 0.100 thold), f_keep = 0.209
Aug 19 18:01:18 smarty run.sh[942818]: 3.28.984.939 I slot launch_slot_: id  0 | task 1055 | processing task, is_child = 0
Aug 19 18:01:22 smarty run.sh[942818]: 3.32.479.054 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  10240, progress = 0.12, t =   3.39 s / 3022.33 tokens per second
Aug 19 18:01:23 smarty run.sh[942818]: 3.33.215.881 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  12288, progress = 0.14, t =   4.12 s / 2980.56 tokens per second
Aug 19 18:01:23 smarty run.sh[942818]: 3.33.965.715 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  14336, progress = 0.16, t =   4.87 s / 2943.62 tokens per second
Aug 19 18:01:24 smarty run.sh[942818]: 3.34.730.112 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  16384, progress = 0.19, t =   5.63 s / 2909.08 tokens per second
Aug 19 18:01:25 smarty run.sh[942818]: 3.35.506.812 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  18432, progress = 0.21, t =   6.41 s / 2877.16 tokens per second
Aug 19 18:01:26 smarty run.sh[942818]: 3.36.299.399 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  20480, progress = 0.24, t =   7.20 s / 2845.92 tokens per second
Aug 19 18:01:27 smarty run.sh[942818]: 3.37.104.702 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  22528, progress = 0.26, t =   8.00 s / 2816.25 tokens per second
Aug 19 18:01:27 smarty run.sh[942818]: 3.37.924.069 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  24576, progress = 0.28, t =   8.82 s / 2787.62 tokens per second
Aug 19 18:01:28 smarty run.sh[942818]: 3.38.757.842 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  26624, progress = 0.31, t =   9.65 s / 2759.68 tokens per second
Aug 19 18:01:28 smarty run.sh[942818]: 3.38.961.306 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  27126, progress = 0.31, t =   9.88 s / 2744.77 tokens per second
Aug 19 18:01:29 smarty run.sh[942818]: 3.39.880.951 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  29174, progress = 0.34, t =  10.77 s / 2710.01 tokens per second
Aug 19 18:01:30 smarty run.sh[942818]: 3.40.748.555 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  31222, progress = 0.36, t =  11.63 s / 2684.11 tokens per second
Aug 19 18:01:31 smarty run.sh[942818]: 3.41.643.428 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  33270, progress = 0.38, t =  12.52 s / 2656.79 tokens per second
Aug 19 18:01:32 smarty run.sh[942818]: 3.42.566.063 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  35318, progress = 0.41, t =  13.44 s / 2627.60 tokens per second
Aug 19 18:01:33 smarty run.sh[942818]: 3.43.519.798 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  37366, progress = 0.43, t =  14.39 s / 2596.57 tokens per second
Aug 19 18:01:34 smarty run.sh[942818]: 3.44.499.373 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  39414, progress = 0.45, t =  15.37 s / 2565.04 tokens per second
Aug 19 18:01:35 smarty run.sh[942818]: 3.45.500.447 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  41462, progress = 0.48, t =  16.36 s / 2533.78 tokens per second
Aug 19 18:01:36 smarty run.sh[942818]: 3.46.521.962 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  43510, progress = 0.50, t =  17.38 s / 2503.17 tokens per second
Aug 19 18:01:37 smarty run.sh[942818]: 3.47.563.222 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  45558, progress = 0.52, t =  18.42 s / 2473.18 tokens per second
Aug 19 18:01:38 smarty run.sh[942818]: 3.48.622.277 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  47606, progress = 0.55, t =  19.48 s / 2444.28 tokens per second
Aug 19 18:01:39 smarty run.sh[942818]: 3.49.701.026 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  49654, progress = 0.57, t =  20.55 s / 2416.11 tokens per second
Aug 19 18:01:40 smarty run.sh[942818]: 3.50.795.967 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  51702, progress = 0.59, t =  21.64 s / 2388.79 tokens per second
Aug 19 18:01:41 smarty run.sh[942818]: 3.51.908.744 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  53750, progress = 0.62, t =  22.75 s / 2362.26 tokens per second
Aug 19 18:01:43 smarty run.sh[942818]: 3.53.041.548 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  55798, progress = 0.64, t =  23.88 s / 2336.29 tokens per second
Aug 19 18:01:44 smarty run.sh[942818]: 3.54.190.698 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  57846, progress = 0.66, t =  25.03 s / 2311.11 tokens per second
Aug 19 18:01:45 smarty run.sh[942818]: 3.55.359.799 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  59894, progress = 0.69, t =  26.20 s / 2286.43 tokens per second
Aug 19 18:01:46 smarty run.sh[942818]: 3.56.547.002 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  61942, progress = 0.71, t =  27.38 s / 2262.32 tokens per second
Aug 19 18:01:47 smarty run.sh[942818]: 3.57.752.274 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  63990, progress = 0.74, t =  28.58 s / 2238.73 tokens per second
Aug 19 18:01:48 smarty run.sh[942818]: 3.58.977.254 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  66038, progress = 0.76, t =  29.80 s / 2215.67 tokens per second
Aug 19 18:01:50 smarty run.sh[942818]: 4.00.220.691 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  68086, progress = 0.78, t =  31.04 s / 2193.20 tokens per second
Aug 19 18:01:51 smarty run.sh[942818]: 4.01.581.101 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  70134, progress = 0.81, t =  32.36 s / 2167.11 tokens per second
Aug 19 18:01:52 smarty run.sh[942818]: 4.02.900.644 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  72182, progress = 0.83, t =  33.72 s / 2140.69 tokens per second
Aug 19 18:01:54 smarty run.sh[942818]: 4.04.202.658 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  74230, progress = 0.85, t =  35.02 s / 2119.81 tokens per second
Aug 19 18:01:55 smarty run.sh[942818]: 4.05.523.053 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  76278, progress = 0.88, t =  36.34 s / 2099.29 tokens per second
Aug 19 18:01:56 smarty run.sh[942818]: 4.06.862.244 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  78326, progress = 0.90, t =  37.67 s / 2079.18 tokens per second
Aug 19 18:01:58 smarty run.sh[942818]: 4.08.222.063 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  80374, progress = 0.92, t =  39.03 s / 2059.42 tokens per second
Aug 19 18:01:59 smarty run.sh[942818]: 4.09.602.073 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  82422, progress = 0.95, t =  40.41 s / 2039.88 tokens per second
Aug 19 18:02:01 smarty run.sh[942818]: 4.11.002.203 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  84470, progress = 0.97, t =  41.80 s / 2020.71 tokens per second
Aug 19 18:02:02 smarty run.sh[942818]: 4.12.422.694 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  86476, progress = 0.99, t =  43.22 s / 2000.83 tokens per second
Aug 19 18:02:02 smarty run.sh[942818]: 4.12.911.171 I slot print_timing: id  0 | task 1055 | prompt processing, n_tokens =  86988, progress = 1.00, t =  43.77 s / 1987.27 tokens per second
Aug 19 18:02:06 smarty run.sh[942818]: 4.16.116.497 I slot print_timing: id  0 | task 1055 | n_gen =    211, tg =  69.63 t/s, tg_3s =  69.96 t/s
Aug 19 18:02:09 smarty run.sh[942818]: 4.19.129.992 I slot print_timing: id  0 | task 1055 | n_gen =    423, tg =  69.99 t/s, tg_3s =  70.35 t/s
Aug 19 18:02:12 smarty run.sh[942818]: 4.22.150.862 I slot print_timing: id  0 | task 1055 | n_gen =    629, tg =  69.39 t/s, tg_3s =  68.19 t/s
Aug 19 18:02:15 smarty run.sh[942818]: 4.25.172.611 I slot print_timing: id  0 | task 1055 | n_gen =    838, tg =  69.33 t/s, tg_3s =  69.17 t/s
Aug 19 18:02:16 smarty run.sh[942818]: 4.26.522.523 I slot print_timing: id  0 | task 1055 | prompt eval time =   44115.50 ms / 86992 tokens (    0.51 ms per token,  1971.91 tokens per second)
Aug 19 18:02:16 smarty run.sh[942818]: 4.26.522.525 I slot print_timing: id  0 | task 1055 |        eval time =   13421.91 ms /   937 tokens (   14.34 ms per token,    69.74 tokens per second)
Aug 19 18:02:16 smarty run.sh[942818]: 4.26.522.525 I slot print_timing: id  0 | task 1055 |       total time =   57537.41 ms / 87929 tokens
Aug 19 18:02:16 smarty run.sh[942818]: 4.26.522.526 I slot print_timing: id  0 | task 1055 |    graphs reused =       1530
Aug 19 18:02:16 smarty run.sh[942818]: 4.26.522.527 I slot print_timing: id  0 | task 1055 | draft acceptance = 0.76792 (  407 accepted /   530 generated), mean len =  1.77
Aug 19 18:02:16 smarty run.sh[942818]: 4.26.524.030 I slot      release: id  0 | task 1055 | stop processing: n_tokens = 87929, truncated = 0
Aug 19 18:02:16 smarty run.sh[942818]: 4.26.763.579 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.980 (> 0.100 thold), f_keep = 1.000
Aug 19 18:02:16 smarty run.sh[942818]: 4.26.764.088 I slot launch_slot_: id  0 | task 1631 | processing task, is_child = 0
Aug 19 18:02:21 smarty run.sh[942818]: 4.31.430.221 I slot print_timing: id  0 | task 1631 | n_gen =    215, tg =  70.78 t/s, tg_3s =  71.11 t/s
Aug 19 18:02:22 smarty run.sh[942818]: 4.32.350.585 I slot print_timing: id  0 | task 1631 | prompt eval time =    1642.45 ms /  1838 tokens (    0.89 ms per token,  1119.06 tokens per second)
Aug 19 18:02:22 smarty run.sh[942818]: 4.32.350.587 I slot print_timing: id  0 | task 1631 |        eval time =    3943.89 ms /   287 tokens (   13.79 ms per token,    72.52 tokens per second)
Aug 19 18:02:22 smarty run.sh[942818]: 4.32.350.588 I slot print_timing: id  0 | task 1631 |       total time =    5586.34 ms /  2125 tokens
Aug 19 18:02:22 smarty run.sh[942818]: 4.32.350.588 I slot print_timing: id  0 | task 1631 |    graphs reused =       1683
Aug 19 18:02:22 smarty run.sh[942818]: 4.32.350.589 I slot print_timing: id  0 | task 1631 | draft acceptance = 0.84516 (  131 accepted /   155 generated), mean len =  1.85
Aug 19 18:02:22 smarty run.sh[942818]: 4.32.352.150 I slot      release: id  0 | task 1631 | stop processing: n_tokens = 90053, truncated = 0
Aug 19 18:02:22 smarty run.sh[942818]: 4.32.633.214 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
Aug 19 18:02:22 smarty run.sh[942818]: 4.32.633.766 I slot launch_slot_: id  0 | task 1790 | processing task, is_child = 0
Aug 19 18:02:25 smarty run.sh[942818]: 4.35.156.588 I slot print_timing: id  0 | task 1790 | prompt eval time =     518.60 ms /   171 tokens (    3.03 ms per token,   329.73 tokens per second)
Aug 19 18:02:25 smarty run.sh[942818]: 4.35.156.590 I slot print_timing: id  0 | task 1790 |        eval time =    2004.07 ms /   144 tokens (   14.01 ms per token,    71.35 tokens per second)
Aug 19 18:02:25 smarty run.sh[942818]: 4.35.156.590 I slot print_timing: id  0 | task 1790 |       total time =    2522.67 ms /   315 tokens
Aug 19 18:02:25 smarty run.sh[942818]: 4.35.156.590 I slot print_timing: id  0 | task 1790 |    graphs reused =       1761
Aug 19 18:02:25 smarty run.sh[942818]: 4.35.156.591 I slot print_timing: id  0 | task 1790 | draft acceptance = 0.82278 (   65 accepted /    79 generated), mean len =  1.82
Aug 19 18:02:25 smarty run.sh[942818]: 4.35.158.098 I slot      release: id  0 | task 1790 | stop processing: n_tokens = 90368, truncated = 0
Aug 19 18:02:25 smarty run.sh[942818]: 4.35.432.610 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
Aug 19 18:02:25 smarty run.sh[942818]: 4.35.433.113 I slot launch_slot_: id  0 | task 1872 | processing task, is_child = 0
Aug 19 18:02:29 smarty run.sh[942818]: 4.39.737.796 I slot print_timing: id  0 | task 1872 | n_gen =    209, tg =  69.29 t/s, tg_3s =  69.62 t/s
Aug 19 18:02:32 smarty run.sh[942818]: 4.42.755.184 I slot print_timing: id  0 | task 1872 | n_gen =    418, tg =  69.28 t/s, tg_3s =  69.27 t/s
Aug 19 18:02:34 smarty run.sh[942818]: 4.44.598.017 I slot print_timing: id  0 | task 1872 | prompt eval time =    1302.52 ms /  1327 tokens (    0.98 ms per token,  1018.80 tokens per second)
Aug 19 18:02:34 smarty run.sh[942818]: 4.44.598.018 I slot print_timing: id  0 | task 1872 |        eval time =    7862.20 ms /   558 tokens (   14.12 ms per token,    70.85 tokens per second)
Aug 19 18:02:34 smarty run.sh[942818]: 4.44.598.019 I slot print_timing: id  0 | task 1872 |       total time =    9164.72 ms /  1885 tokens
Aug 19 18:02:34 smarty run.sh[942818]: 4.44.598.019 I slot print_timing: id  0 | task 1872 |    graphs reused =       2063
Aug 19 18:02:34 smarty run.sh[942818]: 4.44.598.020 I slot print_timing: id  0 | task 1872 | draft acceptance = 0.82623 (  252 accepted /   305 generated), mean len =  1.83
Aug 19 18:02:34 smarty run.sh[942818]: 4.44.599.590 I slot      release: id  0 | task 1872 | stop processing: n_tokens = 92252, truncated = 0
Aug 19 18:02:35 smarty run.sh[942818]: 4.45.133.547 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.969 (> 0.100 thold), f_keep = 1.000
Aug 19 18:02:35 smarty run.sh[942818]: 4.45.134.078 I slot launch_slot_: id  0 | task 2181 | processing task, is_child = 0
Aug 19 18:02:40 smarty run.sh[942818]: 4.50.620.677 I slot print_timing: id  0 | task 2181 | n_gen =    211, tg =  69.52 t/s, tg_3s =  69.85 t/s
Aug 19 18:02:43 smarty run.sh[942818]: 4.53.631.078 I slot print_timing: id  0 | task 2181 | n_gen =    410, tg =  67.82 t/s, tg_3s =  66.10 t/s
Aug 19 18:02:46 smarty run.sh[942818]: 4.56.642.642 I slot print_timing: id  0 | task 2181 | n_gen =    605, tg =  66.80 t/s, tg_3s =  64.75 t/s
Aug 19 18:02:49 smarty run.sh[942818]: 4.59.661.454 I slot print_timing: id  0 | task 2181 | n_gen =    805, tg =  66.66 t/s, tg_3s =  66.25 t/s
Aug 19 18:02:52 smarty run.sh[942818]: 5.02.662.986 I slot print_timing: id  0 | task 2181 | n_gen =   1017, tg =  67.45 t/s, tg_3s =  70.63 t/s
Aug 19 18:02:54 smarty run.sh[942818]: 5.04.191.067 I slot print_timing: id  0 | task 2181 | prompt eval time =    2465.92 ms /  2929 tokens (    0.84 ms per token,  1187.79 tokens per second)
Aug 19 18:02:54 smarty run.sh[942818]: 5.04.191.069 I slot print_timing: id  0 | task 2181 |        eval time =   16590.91 ms /  1130 tokens (   14.70 ms per token,    68.05 tokens per second)
Aug 19 18:02:54 smarty run.sh[942818]: 5.04.191.069 I slot print_timing: id  0 | task 2181 |       total time =   19056.83 ms /  4059 tokens
Aug 19 18:02:54 smarty run.sh[942818]: 5.04.191.069 I slot print_timing: id  0 | task 2181 |    graphs reused =       2690
Aug 19 18:02:54 smarty run.sh[942818]: 5.04.191.071 I slot print_timing: id  0 | task 2181 | draft acceptance = 0.78515 (  497 accepted /   633 generated), mean len =  1.79
Aug 19 18:02:54 smarty run.sh[942818]: 5.04.192.635 I slot      release: id  0 | task 2181 | stop processing: n_tokens = 96311, truncated = 0
Aug 19 18:03:02 smarty run.sh[942818]: 5.12.454.059 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.967 (> 0.100 thold), f_keep = 1.000
Aug 19 18:03:02 smarty run.sh[942818]: 5.12.454.604 I slot launch_slot_: id  0 | task 2819 | processing task, is_child = 0
Aug 19 18:03:08 smarty run.sh[942818]: 5.18.301.098 I slot print_timing: id  0 | task 2819 | n_gen =    208, tg =  68.80 t/s, tg_3s =  69.13 t/s
Aug 19 18:03:11 smarty run.sh[942818]: 5.21.304.009 I slot print_timing: id  0 | task 2819 | n_gen =    409, tg =  67.87 t/s, tg_3s =  66.94 t/s
Aug 19 18:03:14 smarty run.sh[942818]: 5.24.324.468 I slot print_timing: id  0 | task 2819 | n_gen =    620, tg =  68.53 t/s, tg_3s =  69.86 t/s
Aug 19 18:03:17 smarty run.sh[942818]: 5.27.346.544 I slot print_timing: id  0 | task 2819 | n_gen =    824, tg =  68.28 t/s, tg_3s =  67.50 t/s
Aug 19 18:03:20 smarty run.sh[942818]: 5.30.362.246 I slot print_timing: id  0 | task 2819 | n_gen =   1036, tg =  68.68 t/s, tg_3s =  70.30 t/s
Aug 19 18:03:20 smarty run.sh[942818]: 5.30.762.949 I slot print_timing: id  0 | task 2819 | prompt eval time =    2837.62 ms /  3289 tokens (    0.86 ms per token,  1159.07 tokens per second)
Aug 19 18:03:20 smarty run.sh[942818]: 5.30.762.951 I slot print_timing: id  0 | task 2819 |        eval time =   15470.57 ms /  1065 tokens (   14.54 ms per token,    68.78 tokens per second)
Aug 19 18:03:20 smarty run.sh[942818]: 5.30.762.951 I slot print_timing: id  0 | task 2819 |       total time =   18308.19 ms /  4354 tokens
